Name,B,F,G.,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
14 Sge,,-14,,,190229,98754,20h 03m 30.01s,+16° 01′ 52.6″,5.73,-0.72,637,B9MNp...,
π Aql,π,52,,,187259,97473,19h 48m 42.05s,+11° 48′ 57.3″,5.75,-0.46,570,F2V:+...,component of the π Aql system
,,,,,182900,95572,19h 26m 24.13s,+13° 01′ 25.2″,5.76,2.03,182,F6III,
56 Aql,,56,92,,188154,97928,19h 54m 08.27s,−08° 34′ 27.0″,5.76,0.35,394,K5III,double star
35 Aql,c,35,51,V1431,183324,95793,19h 29m 00.99s,+01° 57′ 01.9″,5.79,1.94,192,A0V,"V1431 Aql; rapidly oscillating α2 CVn variable, Δ*V* = 0.04m"
42 G. Aql,,,42,,181907,95222,19h 22m 21.51s,−00° 15′ 08.2″,5.81,0.58,363,G8III:,
13 G. Aql,,,13,,177178,93580,19h 03m 32.24s,+01° 49′ 08.2″,5.82,2.11,180,A4V,
49 G. Aql,,,49,,183227,95732,19h 28m 20.80s,+02° 55′ 48.2″,5.84,-1.65,1025,B6III,
100 G. Aql,,,100,,189340,98416,19h 59m 47.49s,−09° 57′ 26.2″,5.87,3.92,80,F8V,
5 Aql,,5,3,,173654,92117,18h 46m 28.58s,−00° 57′ 41.9″,5.89,1.4,258,A2m,binary star
υ Aql,υ,49,78,,186689,97229,19h 45m 39.92s,+07° 36′ 47.4″,5.89,2.22,176,A3IV,
103 G. Aql,,,103,,189695,98526,20h 00m 58.97s,+08° 33′ 28.0″,5.9,-1.3,898,K5III,
10 Aql,,10,,V1286,176232,93179,18h 58m 46.92s,+13° 54′ 24.4″,5.91,1.55,242,A4p(Eu-Cr-Sr),"V1286 Aql; α2 CVn variable, *V*max = 5.83m, *V*min = 5.93m, *P* = 6.05 d"
64 Aql,,64,113,,191067,99171,20h 08m 01.75s,−00° 40′ 40.9″,5.97,2.57,156,K1IV,
HD 185018,,,,,185018,96481,19h 36m 52.45s,+11° 16′ 23.5″,5.98,-1.74,1140,G0Ib,multiple star
QS Aql,,,,QS,185936,96840,19h 41m 05.53s,+13° 48′ 56.5″,5.98,-2.54,1646,B5V,"double star; Algol variable, *V*max = 5.93m, *V*min = 6.06m, *P* = 2.51329 d"
80 G. Aql,,,80,,187195,97499,19h 49m 02.19s,−10° 52′ 14.6″,6,1.29,285,K5III,
ω2 Aql,ω2,29,,,181383,95002,19h 19m 53.04s,+11° 32′ 05.7″,6.03,1.37,278,A2V,
131 G. Aql,,,131,,193329,100232,20h 19m 43.24s,−01° 04′ 42.9″,6.05,0.58,405,K0,
8 Aql,,8,5,V1729,174589,92524,18h 51m 22.16s,−03° 19′ 04.1″,6.08,1.44,276,F2III,V1729 Aql; Delta Scuti variable
HD 183589,,,53,,183589,95898,19h 30m 10.53s,+02° 54′ 14.7″,6.08,-2.46,1663,K5Ib,multiple star; suspected variable
V923 Aql,,,55,V923,183656,95929,19h 30m 33.11s,+03° 26′ 39.8″,6.09,-1.26,962,B5.5IIIpe-B8V,"γ Cas variable, Δ*V* = 0.12m"
R Aql,,,22,R,177940,93820,19h 06m 22.25s,+08° 13′ 48.0″,6.09,-2.04,1400,M6.5-9e,"Mira variable, *V*max = 5.5m, *V*min = 12.0m, *P* = 270.5 d"
137 G. Aql,,,137,,194454,100758,20h 25m 42.53s,−02° 48′ 01.0″,6.1,-0.6,713,K1III:,
V500 Aql,,,,V500,,,19h 52m 27.98s,+08° 28′ 41.6″,6.1,,,pec(NOVA) – e+cont,"Nova Aquilae; *V*max = 6.1m, *V*min = 17.8m"
85 G. Aql,,,85,,187660,97687,19h 51m 11.10s,−02° 27′ 39.2″,6.12,-0.09,570,K5III,
68 Aql,,68,139,,194939,100977,20h 28m 24.89s,−03° 21′ 27.9″,6.12,-0.04,557,B9V,double star
HD 188385,,,96,,188385,97970,19h 54m 40.18s,+07° 08′ 25.3″,6.14,1.6,263,A2V,double star
HD 194244,,,135,,194244,100664,20h 24m 37.49s,+01° 04′ 06.2″,6.14,-0.92,840,B9V,triple star; suspected variable
HD 187923,,,,,187923,97767,19h 52m 03.64s,+11° 37′ 44.9″,6.16,3.95,90,G0V,double star; suspected variable
101 G. Aql,,,101,,189322,98385,19h 59m 22.63s,+01° 22′ 39.1″,6.17,-0.69,769,G8III,
34 G. Aql,,,34,,180782,94833,19h 17m 48.18s,+02° 01′ 54.5″,6.19,1.56,275,A1Vn,
6 G. Aql,,,6,,175640,92963,18h 56m 22.66s,−01° 47′ 59.3″,6.2,0.17,525,B9III,
145 G. Aql,,,145,,196426,101746,20h 37m 18.38s,+00° 05′ 49.2″,6.21,-0.26,643,B8IIIp,
7 G. Aql,,,7,,176095,93138,18h 58m 23.71s,+06° 14′ 24.7″,6.22,2.45,185,F5IV,
4 G. Aql,,,4,,174240,92386,18h 49m 37.18s,+00° 50′ 10.4″,6.24,0.01,575,A1V,
12 G. Aql,,,12,,176981,93488,19h 02m 21.56s,+08° 22′ 24.7″,6.25,-0.83,849,K2III,
52 G. Aql,,,52,,183387,95812,19h 29m 18.02s,+00° 14′ 46.0″,6.25,-0.08,603,K2,
ψ Aql,ψ,48,,,186547,97139,19h 44m 34.19s,+13° 18′ 10.1″,6.25,-0.72,809,B9III-IV,
88 G. Aql,,,88,,187753,97697,19h 51m 17.73s,+09° 37′ 47.8″,6.25,0.92,380,A1m,
HD 191984,,,120,,191984,99585,20h 12m 35.12s,+00° 52′ 01.6″,6.25,-0.08,603,A0,double star
37 G. Aql,,,37,,181122,94916,19h 18m 52.75s,+09° 37′ 05.4″,6.31,0.31,517,G9III,
43 G. Aql,,,43,,182038,95281,19h 23m 04.44s,−07° 24′ 02.0″,6.31,0.41,493,K0,
HD 183144,,,,,183144,95664,19h 27m 33.90s,+14° 16′ 57.0″,6.31,-0.73,834,B4III,suspected variable
71 G. Aql,,,71,,185966,96917,19h 42m 02.90s,−09° 11′ 36.4″,6.31,1.26,334,K2,
60 G. Aql,,,60,,184573,96356,19h 35m 29.79s,−07° 27′ 36.7″,6.32,1.13,355,K0,
46 Aql,,46,,,186122,96931,19h 42m 12.81s,+12° 11′ 35.8″,6.33,-0.39,720,B9III,
25 G. Aql,,,25,,178744,94149,19h 09m 51.59s,−00° 25′ 41.2″,6.34,-0.8,874,B5Vn,
44 G. Aql,,,44,,182101,95253,19h 22m 48.35s,+09° 54′ 46.4″,6.34,3.58,116,F6V,
,,,,,191263,99234,20h 08m 38.28s,+10° 43′ 33.1″,6.34,-2.42,1842,B3IV,
V450 Aql,,,,V450,184313,96204,19h 33m 46.03s,+05° 27′ 56.8″,6.35,-0.75,858,M5III-M8III,"semiregular variable, *V*max = 6.30m, *V*min = 6.65m, *P* = 64.20 d"
67 G. Aql,,,67,,185423,96630,19h 38m 48.99s,+03° 22′ 53.5″,6.36,,,B3III,
HD 174569,,,,,174569,92475,18h 50m 45.55s,+10° 58′ 35.0″,6.37,-2.41,1863,K5III+...,double star
U Aql,,,50,U,183344,95820,19h 29m 21.36s,−07° 02′ 38.6″,6.37,-2.07,1590,F5-G1I-II,"Cepheid variable, *V*max = 6.08m, *V*min = 6.86m, *P* = 7.02393 d"
61 G. Aql,,,61,,184663,96351,19h 35m 25.13s,+02° 54′ 48.5″,6.37,3.25,137,F6IV,
,,,,,184944,96428,19h 36m 15.68s,+14° 23′ 28.2″,6.37,1.19,354,K0II-III,
V1472 Aql,,,,V1472,190658,98954,20h 05m 26.53s,+15° 30′ 01.3″,6.37,-0.44,749,M2 comp,"eclipsing variable, Δ*V* = ~0.16m"
V1401 Aql,,-64,108,V1401,190390,98910,20h 05m 05.42s,−11° 35′ 57.8″,6.38,-1.58,1273,F1III,"64 Sagittarii; semiregular variable, *V*max = 6.18m, *V*min = 6.55m"
24 Aql,,24,36,,181053,94913,19h 18m 50.93s,+00° 20′ 20.4″,6.4,0.52,488,K0II-III:..,multiple star
136 G. Aql,,,136,,194263,100672,20h 24m 41.75s,+01° 22′ 07.0″,6.41,-0.71,865,K5,
75 G. Aql,,,75,,186535,97144,19h 44m 41.27s,+08° 43′ 35.7″,6.43,1,398,K0,
HD 191104,,,114,,191104,99158,20h 07m 50.34s,+09° 23′ 59.1″,6.43,3.25,141,F3V,double star
,,,,,187203,97454,19h 48m 30.51s,+10° 41′ 38.8″,6.44,-2.22,1762,F8Ib-II,
HD 192699,,,128,,192699,99894,20h 16m 06.03s,+04° 34′ 51.3″,6.44,2.3,220,G8IV,has a planet (b)
HD 179791,,,30,,179791,94478,19h 13m 44.02s,+05° 30′ 56.3″,6.47,0.15,598,A3V,suspected variable
77 G. Aql,,,77,,186660,97244,19h 45m 52.23s,−02° 53′ 00.4″,6.47,-1.14,1087,B3III,
87 G. Aql,,,87,,187734,97709,19h 51m 26.84s,+04° 05′ 19.1″,6.47,,,K0...,double star
110 G. Aql,,,110,,190664,99024,20h 06m 12.19s,−04° 04′ 41.2″,6.47,1.37,341,K0,
122 G. Aql,,,122,,192086,99624,20h 13m 04.43s,−00° 19′ 50.9″,6.47,-1.94,1567,K5,
142 G. Aql,,,142,,195617,101339,20h 32m 20.40s,+02° 07′ 58.1″,6.47,-1.23,1132,K2,
V1339 Aql,,,84,V1339,187567,97607,19h 50m 17.48s,+07° 54′ 08.7″,6.49,-1.9,1552,B2.5IVe,"Be star; γ Cas variable, *V*max = 6.33m, *V*min = 6.52m"
57 Aql B,,57,,,188294,97967,19h 54m 38.06s,−08° 14′ 13.1″,6.49,1.27,361,B8V,component of the 57 Aql system
HD 188405,,,97,,188405,98038,19h 55m 19.49s,−06° 44′ 04.7″,6.49,1.83,279,F2V,double star
V1691 Aql,,,45,V1691,182475,95453,19h 25m 01.51s,−04° 53′ 04.4″,6.5,1.48,329,A9V,"δ Sct variable, Δ*V* = 0.04m, *P* = 0.0781 d"
V Aql,,,,V,177336,93666,19h 04m 24.15s,−05° 41′ 05.4″,6.78,-1.36,1207,"C5,4 – C6,4(N6)","carbon star; semiregular variable, *V*max = 6.6m, *V*min = 8.4m, *P* = 353 d"
TT Aql,,,,TT,178359,93990,19h 08m 13.75s,+01° 17′ 55.2″,7.1,-4.84,7951,F6-G5,"Cepheid variable, *V*max = 6.46m, *V*min = 7.70m, *P* = 13.7546 d"
HD 186641,,,,,186641,97233,19h 45m 41.0s,−00° 41′ 48″,7.34,2.2,347,K0,has a planet (b)
V604 Aql,,,,V604,,,19h 02m 6.33s,−04° 26′ 43.2″,7.6,,,pec(NOVA) – e+cont,"Nova Aquilae; *V*max = 7.6m, *V*min = 18.0m"
HD 183263,,,,,183263,95740,19h 28m 24.57s,+08° 21′ 29.0″,7.86,4.25,172,G2IV,has two planets (b & c)
HD 179079,,,,,179079,94256,19h 11m 09.83s,−02° 38′ 18.2″,7.96,3.94,208,G5IV,has a planet (b)
V1703 Aql,,,,V1703,192263,99711,20h 13m 59.85s,−00° 52′ 00.8″,8.1,6.61,65,K2V,"double star; has a planet (b); BY Draconis variable, Δ*V* = 0.03m, *P* = 
23.98 d"
Gliese 726,,,,,173818,92200,18h 47m 27s,−03° 38′ 23″,8.7,8.17,46.07,K5V,
V1494 Aql,,,,V1494,,,19h 23m 5.38s,+04° 57′ 20.1″,8.8,,,pec(NOVA) – e+cont,"Nova Aquilae; *V*max = 5.03m, *V*min = 16.0m"
WASP-74,,,,,,,20h 18m 10.0s,−01° 04′ 33″,9.7,4.31,391,F9,has a transiting planet (b)
HAT-P-41,,,,,,,19h 49m 17.0s,+04° 40′ 21″,11.09,3.63,1014,,has a transiting planet (b)
V603 Aql,,,,V603,174107,92316,18h 48m 54.64s,+00° 35′ 02.9″,11.64,4.76,776,pec(NOVA) – e+cont,"Nova Aquilae 1918; *V*max = −1.4m, *V*min = 12.03m"
WASP-80,,,,,,,20h 12m 40.0s,−02° 08′ 44″,11.88,7.99,196,,has a transiting planet (b)
χ Aql B,χ,47,,,186204,,19h 42m 37.90s,+11° 50′ 31.0″,12.3,5.35,800,G0:+A3V,component of the χ Aql system
COROT-2,,,,,,,19h 27m 07s,+01° 23′ 02″,12.57,5.29,930,G7V,has a transiting planet (b)
COROT-3,,,,,,,19h 28m 13.27s,+00° 07′ 18.6″,13.3,4.16,2200,F3V,has a transiting brown dwarf (b)
COROT-8,,,,,,,19h 26m 21.24s,+01° 25′ 35.2″,14.8,6.89,~1250,K1V,has a transiting planet (b)
COROT-10,,,,,,,19h 24m 15.30s,+00° 44′ 46.0″,15.22,7.53,~1130,K1V,has a transiting planet (b)
VB 10,,,,,,,19h 16m 57.62s,+05° 09′ 02.2″,17.3,18.47,19,M8V,has a planet (b)
V606 Aql,,,,V606,,,19h 20m 24.3s,−00° 08′ 7.0″,,,,pec(NOVA) – e+cont,"Nova Aquilae; *V*max = 5.5m, *V*min = 17.3m"
W50 (nebula),,,,,,,19h 11m 49s,−04° 59′ 12.0″,,,16000,,Supernova remnant
"Table legend: 
[TABLE]",,,,,,,,,,,,,
